漢字,羅馬字
袂記得,bē-kì-tit/bōe-kì-tit
袂得通,bē-tit-thang/bōe-tit-thang
袂得過,bē-tit kòe/bōe-tit kè
袂堪得,bē-kham-tit/bōe-kham-tit
袂當,bē-tàng/bōe-tàng
衰運,soe-ūn
荒廢,hong-hùi
衰潲,soe-siâu
袂曉,bē-hiáu/bōe-hiáu
袂輸,bē-su/bōe-su
袂輸講,bē-su-kóng/bōe-su-kóng
袂講得,bē-kóng-tit/bōe-kóng-tit
袂伸捙,bē-chhun-chhia/bōe-chhun-chhia
荏懶,lám-nōa
荖藤,láu-tîn
討,thó
記,kì
豹,pà
財,châi
起,khí
迵,thàng
迷,bê
迸,piàng
追,tui
退,thè
送,sàng
逃,tô
逆,ge̍k
起𪁎,khí-chhio
財力,châi-le̍k
討人情,thó-jîn-chêng/thó-lîn-chêng
貢丸,kòng-oân
逃亡,tô-bông
逆子,ge̍k-chú
送上山,sàng-chiūⁿ-soaⁿ
財子壽,châi-chú-siū
起手,khí-chhiú
起毛,khí-mo͘
逆天,ge̍k-thiⁿ
起毛䆀,khí-mo͘ bái
送日仔,sàng-ji̍t-á/sàng-li̍t-á
起毛婸,khí-mo͘ giang
起火,khí-hóe/khí-hé
退火,thè-hóe/thè-hé
財主,châi-chú
追加,tui-ka
逃犯,tô-hoān
討皮疼,thó-phôe-thiàⁿ/thó-phê-thiàⁿ
退伍,thè-ngó͘
退休,thè-hiu
起因,khí-in
退冰,thè-peng
豈有此理,khí-iú-chhú-lí
起色,khí-sek
起行,khí-kiâⁿ
退色,thè-sek
逃兵,tô-peng
起床,khí-chhn̂g
追求,tui-kiû
退步,thè-pō͘
起狂,khí-kông
追究,tui-kiù
逃走,tô-cháu
起事,khí-sū
起來,khí-lâi
討命,thó-miā
逃命,tô-miā
起呸面,khí-phùi-bīn
退定,thè-tiāⁿ
送定,sàng-tiāⁿ
記性,kì-sèng
起性地,khí-sèng-tē/khí-sèng-tōe
財物,châi-bu̍t
記者,kì-chiá
退股,thè-kó͘
訕削,soān-siah
迷信,bê-sìn
討契兄,thó-khè-hiaⁿ/thó-khòe-hiaⁿ
退後,thè-āu
財政,châi-chèng
討食,thó-chia̍h
起風,khí-hong
起凊瘼,khí-chhìn-mo̍͘h
起厝,khí-chhù
起家,khí-ke
討海,thó-hái
討海人,thó-hái-lâng
財神,châi-sîn
送神,sàng-sîn
財神爺,châi-sîn-iâ
退酒,thè-chiú
退婚,thè-hun
財產,châi-sán
起無空,khí-bô-khang
起痟,khí-siáu
起程,khí-thêng
起童,khí-tâng
退童,thè-tâng
起訴,khí-sò͘
討趁,thó-thàn
起雄,khí-hiông
討債,thó-chè
迷亂,bê-loān
討債囝,thó-chè-kiáⁿ
送嫁,sàng-kè
財源,châi-goân
起碇,khí-tiāⁿ
起落,khí-lo̍h
記號,kì-hō
起跤動手,khí-kha-tāng-chhiú
迵過,thàng--kòe/thàng--kè
起鼓,khí-kó͘
討厭,thó-ià
財團,châi-thoân
追認,tui-jīn/tui-līn
起價,khí-kè
討數,thó-siàu
記數,kì-siàu
訕潲,soān-siâu
退熱,thè-jia̍t/thè-lia̍t
起碼,khí-má
討論,thó-lūn
退學,thè-ha̍k
記憶,kì-ek
討錢,thó-chîⁿ
起頭,khí-thâu
退癀,thè-hông
逃避,tô-pī
送禮,sàng-lé
起雞母皮,khí-ke-bó-phôe/khí-koe-bó-phê
起藥蛆,khí-io̍h-chhi/khí-io̍h-chhu
財寶,châi-pó
貢獻,kòng-hiàn
迷戀,bê-loân
配,phòe/phè
酒,chiú
釘,tèng
針,chiam
閃,siám
院,īⁿ
陣,chūn
陣,tīn
除,tî/tû
除,tû
隻,chiah
飢,ki
馬,bé
馬,má
骨,kut
高,ko
鬥,tàu
鬼,kúi
馬力,bé-la̍t
骨力,kut-la̍t
馬上,má-siōng
高女,ko-lí/ko-lú
高中,ko-tiong
高手,ko-chhiú
酒仙,chiú-sian
釘仔,teng-á
馬仔,bé-á
鬼仔,kúi-á
釘仔鉗,teng-á-khîⁿ
鬥句,tàu-kù
酒母,chiú-bú
配合,phòe-ha̍p/phè-ha̍p
除名,tû-miâ
骨肉,kut-jio̍k/kut-lio̍k
高血壓,ko-hoeh-ap/ko-huih-ap
馬西馬西,má-se-má-se
針灸,chiam-kù
配角,phòe-kak/phè-kak
針車,chiam-chhia
高見,ko-kiàn
高尚,ko-sióng
釘孤枝,tèng-ko͘-ki
馬拉松,ma-lá-sóng
酒杯,chiú-poe
高明,ko-bêng
酒矸,chiú-kan
針空,chiam-khang
鬥空,tàu-khang
酒矸窒仔,chiú-kan-that-á
鬥股,tàu-kó͘
陣雨,chūn-hō͘
鬼門,kúi-mn̂g
鬼門關,kúi-mn̂g-koan
除非,tû-hui
鬼剃頭,kúi-thì-thâu
針指,chiam-cháiⁿ
鬥相共,tàu-saⁿ-kāng
閃風,siám-hong
馬面,bé-bīn
配料,phòe-liāu/phè-liāu
釘根,tèng-kin/tèng-kun
骨格,kut-keh
骨氣,kut-khì
骨烌,kut-hu
陣疼,chūn-thiàⁿ
鬼神,kúi-sîn
高級,ko-kip
飢荒,ki-hng
酒配,chiú-phòe/chiú-phè
鬥陣,tàu-tīn
馬馬虎虎,má-má-hu-hu
鬥做伙,tàu-chò-hóe/tàu-chòe-hé
酒瓶,chiú-pân
鬥無閒,tàu-bô-êng
配給,phòe-kip/phè-kip
閃著,siám-tio̍h
高貴,ko-kùi
閃開,siám--khui
酒開仔,chiú-khui-á
針黹,chiam-chí
酒窟仔,chiú-khut-á
高粱酒,kau-liâng-chiú
鬥跤手,tàu-kha-chhiú
馬鈴薯,má-lêng-chî/má-lêng-chû
鬥夥計,tàu-hóe-kì/tàu-hé-kì
鬥榫頭,tàu-sún-thâu
酒漏仔,chiú-lāu-á
鬼精,kúi-chiaⁿ
馬褂,bé-kòa
針鼻,chiam-phīⁿ
酒樓,chiú-lâu
高潮,ko-tiau
酒醉,chiú-chùi
骨輪,kut-lûn
馬鞍,bé-oaⁿ
馬齒豆,bé-khí-tāu
鬥鬧熱,tàu-lāu-jia̍t/tàu-lāu-lia̍t
酒甌,chiú-au
配頭,phòe-thâu/phè-thâu
陣頭,tīn-thâu
馬頭,bé-thâu
骨頭烌,kut-thâu-hu
鬼頭鬼腦,kúi-thâu-kúi-náu
馬戲,bé-hì
鬥幫贊,tàu-pang-chān
酒糟,chiú-chau
閃避,siám-pī
馬鮫,bé-ka
釘點,tèng-tiám
酒甕,chiú-àng
酒癖,chiú-phiah
馬薺,bé-chî
馬鞭,bé-piⁿ
閃爍,siám-sih
高麗,ko-lê
高麗參,ko-lê-sim
高麗菜,ko-lê-chhài
高麗菜穎仔,ko-lê-chhài-íⁿ-á
乾,koaⁿ
乾,kan
乾,khiân
偃,ián
假,ká
假,ké
偌,gōa
偏,phian
偏,phiⁿ
做,chò/chòe
停,thêng
偝,āiⁿ/iāng
偷,thau
兜,tau
剪,chián
副,hù
假𠢕,ké-gâu
做人,chò--lâng/chòe--lâng
做人,chò-lâng/chòe-lâng
做人情,chò-jîn-chêng/chòe-lîn-chêng
偉大,úi-tāi
做工,chò-kang/chòe-kang
偝巾,āiⁿ-kin/iāng-kun
做大水,chò-tōa-chúi/chòe-tōa-chúi
偷工減料,thau-kang-kiám-liāu
偏心,phian-sim
做歹,chò-pháiⁿ/chòe-pháiⁿ
停手,thêng-chhiú
停止,thêng-chí
副手,hù-chhiú
做月內,chò-goe̍h-lāi/chòe-ge̍h-lāi
做牙,chò-gê/chòe-gê
假仙,ké-sian
乾仔孫,kan-á-sun
假仙假觸,ké-sian-ké-tak
假包,ké-pâu
做司公,chò-sai-kong/chòe-sai-kong
做功德,chò-kong-tek/chòe-kong-tek
剪布,chián-pò͘
副本,hù-pún
做生日,chò-seⁿ-ji̍t/chòe-siⁿ-li̍t
偷生的,thau-seⁿ--ê/thau-siⁿ--ê
做生理,chò-seng-lí/chòe-seng-lí
做伙,chò-hóe/chòe-hé
健丟,kiān-tiu
健全,kiān-choân
偏名,phian-miâ
假好衰,ké-hó-soe
假死,ké-sí
做旬,chò-sûn/chòe-sûn
假死假活,ké-sí-ké-oa̍h
做色,chò-sek/chòe-sek
做忌,chò-kī/chòe-kī
假使,ká-sú
偷來暗去,thau-lâi-àm-khì
做店面,chò tiàm-bīn/chòe tiàm-bīn
偷拈,thau ni
做法,chò-hoat/chòe-hoat
偷咬雞仔,thau-kā-ke-á/thau-kā-koe-á
做客,chò-kheh/chòe-kheh
偷看,thau khòaⁿ
偷食,thau chia̍h
偷食步,thau-chia̍h-pō͘
做風颱,chò-hong-thai/chòe-hong-thai
偃倒,ián-tó
做臭人,chò-chhàu-lâng/chòe-chhàu-lâng
做陣,chò-tīn/chòe-tīn
做鬼,chò-kúi/chòe-kúi
假鬼假怪,ké-kúi-ké-koài
偏偏,phian-phian
偏偏仔,phian-phian-á
健康,kiān-khong
偷掠,thau-lia̍h
做莊,chò-chong/chòe-chong
假喙齒,ké-chhùi-khí
偷提,thau-the̍h
偷揜,thau-iap
假無意,ké-bô-ì
假痟,ké-siáu
做痢,chò-lī
停睏,thêng-khùn
副業,hù-gia̍p
停跤,thêng-kha
停電,thêng-tiān
偌爾,gōa-nī
剪綹仔,chián-liú-á
假銀票,ké-gîn-phiò/ké-gûn-phiò
偏僻,phian-phiah
假影,ké-iáⁿ
做瘦氣,chò-sán-khùi/chòe-sán-khùi
做親情,chò-chhin-chiâⁿ/chòe-chhin-chiâⁿ
偏頭,phiⁿ-thâu
做頭,chò-thâu/chòe-thâu
做戲,chò-hì/chòe-hì
偌濟,gōa-chē/gōa-chōe
做醮,chò-chiò/chòe-chiò
做議量,chò-gī-niū/chòe-gī-niū
做譴損,chò-khiàn-sńg/chòe-khiàn-sńg
偷聽,thau thiaⁿ
勒,le̍k
動,tāng
動,tōng
務,bū
匏,pû
匙,sî
匾,pián
區,khu
參,chham
唌,siâⁿ
唬,hó͘
唱,chhiàng
唱,chhiùⁿ
唸,liām
啄,tok
啉,lim
啊,--ah
問,mn̄g
啖,tam
唯一,ûi-it
唌人,siâⁿ--lâng
唬人,hó͘--lâng
動土,tāng-thó͘
動工,tāng-kang
啞口,é-káu
區公所,khu-kong-só͘
動手,tāng-chhiú
啉水,lim chúi
匏仔,pû-á
參仔,sim-á
參加,chham-ka
啟示,khé-sī
商行,siong-hâng
參考冊,chham-khó-chheh
動作,tōng-chok
區別,khu-pia̍t
商店,siong-tiàm
動物,tōng-bu̍t
商品,siong-phín
動員,tōng-oân
商展,siong-tián
唬秤頭,hó͘-chhìn-thâu
參茸,sim-jiông/sim-liông
啉茶,lim tê
啉酒,lim chiú
區域,khu-he̍k
匏桸,pû-hia
動產,tōng-sán
商船,siong-chûn
商場,siong-tiûⁿ
啉湯,lim thng
啟發,khé-hoat
商量,siong-liông
動搖,tōng-iâu
商業,siong-gia̍p
參詳,chham-siông
動箸,tāng-tī/tāng-tū
啄鼻仔,tok-phīⁿ-á
商標,siong-phiau
動機,tōng-ki
動靜,tōng-chēng
啄龜,tok-ku
啖糝,tām-sám
唱聲,chhiàng-siaⁿ
勘驗,kham-giām
啥,siáⁿ
啦,--lah
圇,lun
國,kok
埠,po͘
埤,pi
培,pōe
堂,tn̂g
堂,tông
堅,kian
堆,tui
堵,tó͘
夠,kàu
娶,chhōa
啥人,siáⁿ-lâng
夠工,kàu-kang
國中,kok-tiong
國內,kok-lāi
堅巴,kian-pa
夠水,kàu-chúi
基本,ki-pún
夠本,kàu-pún
國立,kok-li̍p
夠用,kàu-ēng
基地,ki-tē/ki-tōe
執行,chip-hêng
堅疕,kian-phí
國防,kok-hông
堅固,kian-kò͘
堅定,kian-tēng
國法,kok-hoat
執法,chip-hoat
啥物,siáⁿ-mih
堂的,tông--ê
堆肥,tui-pûi
基金,ki-kim
堅持,kian-chhî
娶某,chhōa-bó͘
堅凍,kian-tàng
圈套,khoan-thò
夠氣,kàu-khùi
堅乾,kian-koaⁿ
堂堂,tông-tông
夠夠,kàu-kàu
啥貨,siáⁿ-hòe/siáⁿ-hè
啥款,siáⁿ-khoán
奢華,chhia-hoa
娶新娘,chhōa-sin-niû
娶新婦,chhōa-sin-pū
執照,chip-chiàu
基督,Ki-tok
基督教,Ki-tok-kàu
培墓,pōe-bōng/pōe-bō͘
國歌,kok-koa
國語,kok-gí/kok-gú
國際,kok-chè
啥潲,siáⁿ-siâu
培養,pôe-ióng
埠頭,po͘-thâu
基礎,ki-chhó͘
夠額,kàu-gia̍h
奢颺,chhia-iāⁿ
國寶,kok-pó
國籍,kok-che̍k
婆,pô
婚,hun
婦,hū
寄,kià
寅,în
密,ba̍t
將,chiong
將,chiòng
專,choan
婦人人,hū-jîn-lâng/hū-lîn-lâng
婦女,hū-lí/hū-lú
將才,chiòng-châi
專工,choan-kang
專心,choan-sim
婆仔,pô-á
寄付,kià-hù
寄生仔,kià-seⁿ-á/kià-siⁿ-á
寄生蟲,kià-seⁿ-thâng/kià-siⁿ-thâng
婊囝,piáu-kiáⁿ
密告,bi̍t-kò
寄批,kià-phoe
將來,chiong-lâi
婆姐,Pô-chiá
將近,chiong-kīn/chiong-kūn
專門,choan-bûn
寄金簿仔,kià-kim-phō͘-á
宿怨,siok-oàn
婚約,hun-iok
將軍,chiong-kun
寄託,kià-thok
密婆,bi̍t-pô
密密,ba̍t-ba̍t
密喌喌,ba̍t-chiuh-chiuh
婊間,piáu-keng
寄話,kià-ōe
寂寞,che̍k-bo̍k
密實,ba̍t-cha̍t
婊頭,piáu-thâu
婚禮,hun-lé
寄藥包,kià-io̍h-pau
專權,choan-khoân
屜,thoah
崎,kiā
崩,pang
帶,tài
帶,tòa
張,tiuⁿ
張,tng
強,kiông
得,tek
得,tit
得人疼,tit-lâng-thiàⁿ
得人惜,tit-lâng-sioh
崩山,pang-soaⁿ
帶手,tòa-chhiú
屜仔,thoah-á
崎仔,kiā-á
崙仔,lūn-á
得失,tek-sit
常在,chhiâng-chāi
張老,tiuⁿ-lāu
彩色,chhái-sek
強壯,kiông-chòng
帶孝,tòa-hà
帶身命,tài-sin-miā
張身勢,tiuⁿ-sin-sè
強制,kiông-chè
帶念,tài-liām
強押,kiông ah
崇拜,chông-pài
張持,tiuⁿ-tî
帶桃花,tài-thô-hoe
帶病,tài-pēⁿ/tài-pīⁿ
帶衰,tài-soe
康健,khong-kiān
常常,siông-siông
強強,kiōng-kiōng
張掇,tiuⁿ-toah
強欲,kiōng-beh/kiōng-boeh
張鳥鼠,tng niáu-chhí/tng niáu-chhú
強盜,kiông-tō
強硬,kiông-ngē/kiông-ngī
張等,tng-tán
得勢,tit-sè
得意,tek-ì
強搶,kiông-chhiúⁿ
強摃,kiông-kòng
得罪,tek-chōe
帶領,tòa-niá
帶膭,tòa-kūi
彩頭,chhái-thâu
強辯,kiông-piān
徙,sóa
徛,khiā
從,chêng
從,chiông
悾,khong
情,chêng
惜,sioh
惝,chhéng
戛,khiat
挲,so
捥,ńg
捧,phóng
情人,chêng-jîn/chêng-lîn
戛火,khiat-hóe/khiat-hé
惜皮,sioh-phôe/sioh-phê
徛名,khiā-miâ
惜囝,sioh-kiáⁿ
徙位,sóa-ūi
情形,chêng-hêng
自來,chū-lâi
從到今,chêng-kàu-taⁿ
惜命命,sioh-miā-miā
徛泅,khiā-siû
患者,hoān-chiá
徛屏,khiā-pîn
捨施,siá-sì
徛眉,khiā-bâi
情面,chêng-bīn
惜面皮,sioh bīn-phôe/sioh bīn-phê
徛家,khiā-ke
徙栽,sóa-chai
挲草,so-chháu
徛起,khiā-khí
悾悾,khong-khong
情理,chêng-lí
徛票,khiā-phiò
情報,chêng-pò
徛黃,khiā-n̂g
情勢,chêng-sè
挲圓,so-îⁿ
挲圓仔湯,so-îⁿ-á-thng
情意,chêng-ì
悾歁,khong-khám
情義,chêng-gī
徙跤,sóa-kha
徛壽,khiā-siū
悽慘,chhi-chhám
悽慘落魄,chhi-chhám-lo̍k-phek
惜福,sek-hok
徛算,khiā-sǹg
徛算講,khiā-sǹg-kóng
情緒,chêng-sū
徛衛兵,khiā-ōe-peng
徙鋪,sóa-pho͘
徛燈篙,khiā-teng-ko
徛頭,khiā-thâu
悾闇,khong-am
徛鵝,khiā-gô
悾顛,khong-tian
情願,chêng-goān
徛靈,khiā-lêng
挲鹽,so-iâm
捲,kńg
捷,chia̍p
捻,liàm
捻,liām
捽,sut
捾,kōaⁿ
掀,hian
掂,tìm
掃,sàu
掉,tiāu
排,pâi
掖,iā
掘,ku̍t
掛,kòa
掛,khòa
掜,tau
掠,lia̍h
採,chhái
探,thàm
接,chiap
接,chih
控,khàng
推,the
推,thui
掩,am
掩,iám
掩,ng
掩,om
掮,khaiⁿ
救,kiù
敗,pāi
教,kà
教,kàu
接力,chih-la̍t
救人,kiù-lâng
捾水,kōaⁿ-chúi
掛心,khòa-sim
接手,chiap-chhiú
捲心白,kńg-sim-pe̍h
救火,kiù-hóe/kiù-hé
捽仔,sut-á
掘仔,ku̍t-á
教冊,kà-chheh
救世主,kiù-sè-chú
掠包,lia̍h-pau
排斥,pâi-thek
敗市,pāi-chhī
採用,chhái-iōng
教示,kà-sī
捽目尾,sut-ba̍k-bóe/sut-ba̍k-bé
掠交替,lia̍h-kau-thè/lia̍h-kau-thòe
排列,pâi-lia̍t
掛名,kòa-miâ
推行,thui-hêng
救兵,kiù-peng
救助,kiù-chō͘
掠沙筋,lia̍h-soa-kin/lia̍h-soa-kun
掠狂,lia̍h-kông
教育,kàu-io̍k
敏豆,bín-tāu
接受,chiap-siū
掠兔仔,lia̍h-thò͘-á
掠坦橫,lia̍h-thán-hoâiⁿ/lia̍h-thán-hûiⁿ
掃帚,sàu-chhiú
教官,kàu-koaⁿ
掃帚星,sàu-chhiú-chheⁿ/sàu-chhiú-chhiⁿ
接枝,chiap-ki
掠直,lia̍h-ti̍t
掠長補短,lia̍h-tn̂g-pó͘-té
掩咯雞,ng-ko̍k-ke/ng-ko̍k-koe
接待,chiap-thāi
救星,kiù-chheⁿ/kiù-chhiⁿ
教員,kàu-oân
掩崁,am-khàm
敗害,pāi-hāi
敗家,pāi-ke
教師,kàu-su
掃梳,sàu-se/sàu-soe
掃梳笒仔,sàu-se-gím-á/sàu-soe-giám-á
接納,chiap-la̍p
掖秧仔,iā ng-á
教訓,kàu-hùn
接骨,chiap-kut
排骨酥,pâi-kut-so͘
掠做,lia̍h-chò/lia̍h-chòe
教務,kàu-bū
捷捷,chia̍p-chia̍p
接接,chih-chiap
敏捷,bín-chia̍t
教授,kàu-siū
掩掩揜揜,ng-ng-iap-iap
捾桶仔,kōaⁿ-tháng-á
排球,pâi-kiû
探訪,thàm-hóng
接喙,chiap-chhùi
救援,kiù-oān
推測,thui-chhek
掛牌,kòa-pâi
掠猴,lia̍h-kâu
掠無頭摠,lia̍h-bô-thâu-cháng
掠痧,lia̍h-soa
掠筋,lia̍h-kin/lia̍h-kun
敗腎,pāi-sīn
推進,thui-chìn
排隊,pâi-tūi
掃塗跤,sàu thô͘-kha
掛意,kòa-ì
掠準,lia̍h-chún
排解,pâi-kái
接跤,chiap-kha
捷運,chia̍t-ūn
接載,chih-chài
掃墓,sàu-bōng/sàu-bō͘
探墓厝,thàm-bōng-chhù/thàm-bō͘-chhù
掠漏,lia̍h-lāu
掖種,iā-chéng
敗價,pāi-kè
推廣,thui-kóng
掛慮,kòa-lī/kòa-lū
推撨,chhui-chhiâu
推論,thui-lūn
推銷,thui-siau
教學,kàu-ha̍k
掠篙泅,lia̍h-ko-siû
探親,thàm-chhin
探頭,thàm-thâu
掠龍,lia̍h-lêng
掠龜走鱉,lia̍h-ku-cháu-pih
掠龍的,lia̍h-lêng--ê
捲螺仔風,kńg-lê-á-hong
捲螺仔旋,kńg-lê-á-chn̄g
採購,chhái-kò͘
捲薰,kńg-hun
掛礙,kòa-gāi
推辭,the-sî
接觸,chiap-chhiok
接續,chiap-sio̍k
救護,kiù-hō͘
敗露,pāi-lō͘
救護車,kiù-hō͘-chhia
探聽,thàm-thiaⁿ
斜,chhiâ
斜,chhoa̍h
旋,chn̄g
旋,soan
族,cho̍k
晝,tàu
晡,po͘
望,bāng
望,bōng
桮,poe
桱,kèⁿ/kìⁿ
桶,tháng
桷,kak
桸,hia
桿,koáiⁿ
梅,môe/m̂
桱仔,kèⁿ-á/kìⁿ-á
桶仔,tháng-á
桷仔,kak-á
梅仔,môe-á/m̂-á
梅仔餅,môe-á-piáⁿ/m̂-á-piáⁿ
斜目,chhiâ-ba̍k
斜角,chhoa̍h-kak
梅花,mûi-hoe
桶柑,tháng-kam
梁柱,niû-thiāu
梅毒,mûi-to̍k
桶捾,tháng-kōaⁿ
桶筍,tháng-sún
斜視,siâ-sī
桶箍,tháng-kho͘
桶蓋,tháng-kòa
桶盤,tháng-pôaⁿ
族親,cho̍k-chhin
旋藤,soan-tîn
族譜,cho̍k-phó͘
條,liâu
條,tiâu
梢,sau
梨,lâi
梯,thui
欲,beh/boeh
欶,suh
欸,--eh
殺,sat
液,sio̍h
涼,liâng
欶水,suh chúi
殺手,sat-chhiú
涼水,liâng-chúi
梨仔,lâi-á
棄世,khì-sè
欶奶,suh leng/suh ni
殺生,sat-seng
條件,tiâu-kiāⁿ
欲死欲活,beh-sí-beh-oa̍h/boeh-sí-boeh-oa̍h
欲呢,beh-nî/boeh-nî
條直,tiâu-ti̍t
欲知,beh-chai/boeh-chai
涵空,âm-khang
涼亭,liâng-têng
條約,tiâu-iok
涼風,liâng-hong
殺害,sat-hāi
梧桐,ngô͘-tông
殺氣,sat-khì
梢梢,sau-sau
涼傘,niû-sòaⁿ
條款,tiâu-khoán
梟雄,hiau-hiông
涼勢,liâng-sè
棄嫌,khì-hiâm
欲暗仔,beh-àm-á/boeh-àm-á
涵溝,âm-kau
欶管,suh-kóng
梢聲,sau-siaⁿ
棄權,khì-khoân
淋,lâm
淘,tô
淚,lūi
深,chhim
淹,im
淺,chhián
添,thiam
添,thiⁿ
清,chheng
烰,phû
添丁,thiam-teng
淑女,siok-lí/siok-lú
淮山,hoâi-san
淹大水,im-tōa-chúi
深井,chhim-chéⁿ/chhim-chíⁿ
淋水,lâm-chúi
淡水,Tām-chúi
淹水,im-chúi
清心,chheng-sim
清水,chheng-chúi
清火,chheng-hóe/chheng-hé
清白,chheng-pe̍k
深交,chhim-kau
混合,hūn-ha̍p
淹死,im--sí
淺色,chhián-sek
深坑,chhim-kheⁿ/chhim-khiⁿ
清秀,chheng-siù
淺見,chhián-kiàn
深刻,chhim-khek
深夜,chhim-iā
淺拖仔,chhián-thoa-á
添油香,thiam-iû-hiuⁿ
清芳,chheng-phang
淋雨,lâm-hō͘
深度,chhim-tō͘
清幽,chheng-iu
淨香,chēng-hiuⁿ
清氣,chheng-khì
清氣相,chheng-khì-siùⁿ
淺眠,chhián-bîn
清茶,chheng-tê
清酒,chheng-chiú
深淺,chhim-chhián
清淨,chheng-chēng
深造,chhim-chō
淪陷,lûn-hām
清單,chheng-toaⁿ
清寒,chheng-hân
添粧,thiam-chng
清閒,chheng-êng
添飯,thiⁿ-pn̄g
淫亂,îm-loān
混亂,hūn-loān
淺想,chhián-siūⁿ
清廉,chheng-liâm
添話,thiⁿ-ōe
添福壽,thiam-hok-siū
清數,chheng-siàu
清潔,chheng-kiat
清糜,chheng-môe/chheng-bê
淡薄仔,tām-po̍h-á
焐,ù
爽,sóng
牽,khan
圈,khian
犁,lê
猛,béng
猛,mé
猜,chhai
現,hiàn
現,hiān
球,kiû
牽亡,khan-bông
牽公,khan-kong
牽手,khan-chhiú
牽牛,khan-gû
猛火,mé-hóe/mé-hé
圈仔,khian-á
現世,hiān-sì
現代,hiān-tāi
犁田,lê-chhân
牽成,khan-sêng
現此時,hiān-chhú-sî
牽尪姨,khan-ang-î
爽快,sóng-khoài
牽車,khan-chhia
牽抾,khan-khioh
牽拖,khan-thoa
現拄現,hiān-tú-hiān
牽的,khan--ê
現金,hiān-kim
現流仔,hiān-lâu-á
牽師仔,khan sai-á
牽挽,khan-bán
牽核仔,khan-ha̍t-á
牽粉,khan-hún
牽罟,khan-ko͘
現胸,hiàn-heng
猛將,béng-chiòng
球桮,kiû-poe
現現,hiān-hiān
牽連,khan-liân
現場,hiān-tiûⁿ
球場,kiû-tiûⁿ
牽猴仔,khan-kâu-á
牽絲,khan-si
現象,hiān-siōng
球間,kiû-keng
猜想,chhai-sióng
現實,hiān-si̍t
猜疑,chhai-gî
球箠,kiû-chhôe/kiû-chhê
牽線,khan-sòaⁿ
牽豬哥,khan-ti-ko/khan-tu-ko
球鞋,kiû-ê/kiû-ôe
猛醒,mé-chhéⁿ/mé-chhíⁿ
球賽,kiû-sài
猛獸,béng-siù
牽羹,khan-keⁿ/khan-kiⁿ
牽羅經,khan-lô-keⁿ/khan-lô-kiⁿ
牽藤,khan-tîn
理,lí
瓶,pân
瓷,hûi
甜,tiⁿ
產,sán
疏,se
疏,sò͘
痔,tī
痕,hûn
盒,a̍h
盒,a̍p
盛,sēng
眯,bî
眵,chhuh
眷,koàn
眼,gán
眼力,gán-le̍k
眾人,chèng-lâng
瓷仔,hûi-á
略仔,lio̍h-á
盒仔,a̍p-á
瓷仔店,hûi-á-tiàm
盒仔餅,a̍p-á-piáⁿ
甜瓜,tiⁿ-koe
眵目,chhuh-ba̍k
眼光,gán-kong
產地,sán-tē/sán-tōe
甜豆,tiⁿ-tāu
甜言蜜語,tiⁿ-giân-bi̍t-gí/tiⁿ-giân-bi̍t-gú
理事,lí-sū
異性,ī-sèng
疏忽,so͘-hut
眼前,gán-chiân
眼科,gán-kho
硃砂痣,chu-se-kì
眼神,gán-sîn
甜粅粅,tiⁿ-but-but
甜茶,tiⁿ-tê
理財,lí-châi
產婆,sán-pô
產婦,sán-hū
眵眵,chhuh-chhuh
略略仔,lio̍h-lio̍h-á
甜湯,tiⁿ-thng
疏開,so͘-khai
產業,sán-gia̍p
理解,lí-kái
痕跡,hûn-jiah/hûn-liah
甜路,tiⁿ-lō͘
甜粿,tiⁿ-kóe/tiⁿ-ké
甜蜜,tiⁿ-bi̍t
疏遠,so͘-oán
痔瘡,tī-chhng
理論,lí-lūn
疏櫳,se-lang
眷屬,koàn-sio̍k
票,phiò
祭,chè
窒,that
章,chiong
章,chiuⁿ
笠,le̍h
符,hû
笨,pūn
第,tē/tōe
笱,kô
第一,tē-it
祭文,chè-bûn
窒仔,that-á
笠仔,le̍h-á
符仔,hû-á
祧仔內,thiāu-á-lāi
移民,î-bîn
符合,hû-ha̍p
符咒,hû-chiù
祭孤,chè-ko͘
祭祀,chè-sū
窒倒街,that-tó-ke/that-tó-koe
祭祖,chè-chó͘
移動,î-tōng
窒喙空,that-chhùi-khang
竟然,kèng-jiân/kèng-liân
章程,chiong-thêng
符號,hû-hō
硫磺,liû-hông
祭獻,chè-hiàn
粒,lia̍p
粕,phoh
粗,chho͘
紩,thīⁿ
紬,thiu
紮,chah
紮,chat
細,sè/sòe
紲,sòa
紺,khóng
絃,hiân
組,cho͘
絆,pòaⁿ
缽,poah
羞,chhiu
統一,thóng-it
粗人,chho͘-lâng
粗工,chho͘-kang
紳士,sin-sū
紹介,siāu-kài
紲手,sòa-chhiú
粒仔,lia̍p-á
絃仔,hiân-á
粗布,chho͘-pò͘
紮布,chah-pò͘
粗用,chho͘-ēng
細囝,sè-kiáⁿ/sòe-kiáⁿ
組合,cho͘-ha̍p
紺色,khóng-sek
細位,sè-ūi/sòe-ūi
終身,chiong-sin
細叔,sè-chek/sòe-chek
粗坯,chho͘-phoe/chho͘-phe
紲拍,sòa-phah
粗俗,chho͘-sio̍k
粗勇,chho͘-ióng
粗俗物仔,chho͘-sio̍k-mih-á
粗俗貨,chho͘-sio̍k-hòe/chho͘-sio̍k-hè
細姨,sè-î/sòe-î
